ticker,time,close,open,high,low,volume
VCA,13/12/2022,10.55,10.55,10.55,10.55,0.0
VCA,12/12/2022,10.55,11.3,11.3,10.55,8900.0
VCA,09/12/2022,11.3,11.3,11.3,11.3,100.0
VCA,08/12/2022,10.6,10.6,10.6,10.6,0.0
VCA,07/12/2022,10.6,10.6,10.6,10.6,0.0
VCA,06/12/2022,10.6,10.6,10.6,10.6,900.0
VCA,05/12/2022,10.6,11.45,11.45,10.6,400.0
VCA,02/12/2022,11.3,11.3,11.3,11.3,0.0
VCA,01/12/2022,11.3,12.15,12.15,11.0,800.0
VCA,30/11/2022,11.5,11.5,11.5,11.5,800.0
VCA,29/11/2022,12.0,12.0,12.0,12.0,0.0
VCA,28/11/2022,12.0,12.0,12.3,12.0,300.0
VCA,25/11/2022,12.0,10.65,12.0,10.65,200.0
VCA,24/11/2022,11.4,10.7,11.4,10.7,300.0
VCA,23/11/2022,10.7,10.7,10.7,10.7,100.0
VCA,22/11/2022,10.0,9.95,10.0,9.95,2000.0
VCA,21/11/2022,9.96,9.28,9.96,9.28,200.0
VCA,18/11/2022,9.97,9.97,9.97,9.97,0.0
VCA,17/11/2022,9.97,9.97,9.97,9.97,200.0
VCA,16/11/2022,9.35,9.35,9.35,9.35,200.0
VCA,15/11/2022,9.4,9.4,9.4,9.4,400.0
VCA,14/11/2022,10.1,10.1,10.1,10.1,0.0
VCA,11/11/2022,10.1,10.1,10.1,10.1,0.0
VCA,10/11/2022,10.1,10.1,10.1,10.1,100.0
VCA,09/11/2022,10.1,10.1,10.1,10.1,0.0
VCA,08/11/2022,10.1,10.1,10.1,10.1,0.0
VCA,07/11/2022,10.1,10.1,10.1,10.1,300.0
VCA,04/11/2022,10.1,11.0,11.0,10.1,300.0
VCA,03/11/2022,10.7,9.5,10.7,9.5,1100.0
VCA,02/11/2022,10.1,10.0,10.15,10.0,1100.0
VCA,01/11/2022,10.2,10.2,10.2,10.2,200.0
VCA,31/10/2022,10.2,10.2,10.2,10.2,300.0
VCA,28/10/2022,10.9,10.9,10.9,10.9,0.0
VCA,27/10/2022,10.9,10.9,10.9,10.9,100.0
VCA,26/10/2022,10.95,10.95,10.95,10.95,100.0
VCA,25/10/2022,11.0,11.0,11.0,11.0,800.0
VCA,24/10/2022,11.75,11.75,11.75,11.75,4900.0
VCA,21/10/2022,12.6,12.6,12.6,12.6,0.0
VCA,20/10/2022,12.6,12.25,12.6,12.25,300.0
VCA,19/10/2022,12.05,12.75,12.75,12.05,2500.0
