ticker,time,close,open,high,low,volume
VSI,13/12/2022,17.7,20.0,20.0,17.65,5800.0
VSI,12/12/2022,18.9,19.0,19.0,18.9,3600.0
VSI,09/12/2022,19.0,19.3,20.55,19.0,2700.0
VSI,08/12/2022,19.45,21.0,21.0,19.45,1600.0
VSI,07/12/2022,20.9,20.9,20.9,20.9,100.0
VSI,06/12/2022,19.7,20.3,20.3,19.7,3100.0
VSI,05/12/2022,19.0,19.0,19.0,19.0,200.0
VSI,02/12/2022,18.0,18.0,18.0,18.0,200.0
VSI,01/12/2022,18.0,18.0,18.0,17.8,600.0
VSI,30/11/2022,18.9,18.9,18.9,18.9,0.0
VSI,29/11/2022,18.9,18.95,18.95,18.9,500.0
VSI,28/11/2022,17.8,18.2,18.2,17.8,1800.0
VSI,25/11/2022,18.2,18.2,18.2,18.2,200.0
VSI,24/11/2022,17.05,16.95,17.05,15.0,4700.0
VSI,23/11/2022,15.95,15.9,15.95,15.9,5700.0
VSI,22/11/2022,14.95,14.95,14.95,13.6,300.0
VSI,21/11/2022,14.0,13.6,14.05,13.6,6500.0
VSI,18/11/2022,14.3,14.6,14.6,14.3,3200.0
VSI,17/11/2022,15.35,15.35,15.35,15.35,3500.0
VSI,16/11/2022,16.5,16.5,16.5,16.5,300.0
VSI,15/11/2022,17.7,17.7,17.7,17.7,0.0
VSI,14/11/2022,17.7,17.7,17.7,17.7,0.0
VSI,11/11/2022,17.7,17.7,17.7,17.7,0.0
VSI,10/11/2022,17.7,17.7,17.7,17.7,0.0
VSI,09/11/2022,17.7,17.7,17.7,17.7,700.0
VSI,08/11/2022,19.0,19.0,19.0,19.0,1500.0
VSI,07/11/2022,20.4,20.4,20.4,20.4,0.0
VSI,04/11/2022,20.4,20.4,20.4,20.4,0.0
VSI,03/11/2022,20.4,18.1,20.4,18.1,300.0
VSI,02/11/2022,19.4,19.4,19.4,19.4,0.0
VSI,01/11/2022,19.4,19.4,19.4,19.4,100.0
VSI,31/10/2022,19.4,19.4,19.4,19.4,0.0
VSI,28/10/2022,19.4,19.45,19.45,19.4,1200.0
VSI,27/10/2022,20.85,20.85,20.85,20.85,0.0
VSI,26/10/2022,20.85,20.85,20.85,20.85,0.0
VSI,25/10/2022,20.85,20.85,20.85,20.85,0.0
VSI,24/10/2022,20.85,20.85,20.85,20.85,0.0
VSI,21/10/2022,20.85,20.85,20.85,20.85,0.0
VSI,20/10/2022,20.85,20.85,20.85,20.85,6800.0
VSI,19/10/2022,22.4,22.4,22.4,22.4,0.0
